sheet,table,range,column_index,excel_column,field_name,classification,inferred_type,formula_count,value_count,error_count,sample_values,formula_signatures,confidence,required,web_mapping,validation,source_status
Thu-Chi,T_PhanLoai,AL4:AQ26,5,AP,nguoi chi,INPUT/MASTER,text,0,4,0,C.Hằng | A.Đạo | C.Trang,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_PhanLoai,AL4:AQ26,6,AQ,nguoi Thu,INPUT/MASTER,text,0,1,0,Tạm ứng,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Thu,Z5:AJ153,1,Z,Ngày tháng,INPUT/MASTER,date/datetime (xác minh),0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Thu,Z5:AJ153,2,AA,Loại thu,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Thu,Z5:AJ153,3,AB,Chi tiết các loại,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Thu,Z5:AJ153,4,AC,Diễn giải,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Thu,Z5:AJ153,5,AD,Column1,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Thu,Z5:AJ153,6,AE,Column2,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Thu,Z5:AJ153,7,AF,Số tiền,INPUT/MASTER,decimal/currency,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Thu,Z5:AJ153,8,AG,Người thu/chi,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Thu,Z5:AJ153,9,AH,Ghi chú,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Thu,Z5:AJ153,10,AI,Tháng thu,CALCULATED,date/datetime (xác minh),148,148,0,1900-1,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
Thu-Chi,T_Thu,Z5:AJ153,11,AJ,Tuan thu,CALCULATED,text,148,0,0,,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,1,A,MaLop,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,2,B,Lop,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,3,C,Ten lop,CALCULATED,text,34,34,0,-,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,4,D,SLBuoiHoc,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,5,E,NgayBD,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,6,F,NgayKTDuKien,CALCULATED,number/Excel serial,34,34,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,7,G,Column5,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,8,H,Buoi so,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,9,I,So buoi nghi,CALCULATED,number/Excel serial,34,34,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,10,J,Column4,CALCULATED,number/Excel serial,34,34,0,0,1,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,11,K,Con lai,CALCULATED,number/Excel serial,34,34,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,12,L,GhiChu,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,13,M,Column7,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,14,N,Ngay CĐ,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,15,O,Thu,INPUT/MASTER,text,0,1,0,T4,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,16,P,Cong viec,INPUT/MASTER,text,0,1,0,Update file quản lí lên drive,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,17,Q,Ngay phat sinh,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,18,R,Cong viec PS,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,19,S,ghi chu,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,20,T,Column2,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,21,U,TenLop,CALCULATED,text,34,34,0,-,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,22,V,BuoiHoc/Tuan,CALCULATED,text,34,34,34,#N/A,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,23,W,HocPhi/Buoi,CALCULATED,text,34,34,34,#N/A,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,24,X,Column1,CALCULATED,text,34,34,34,#N/A,1,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,25,Y,SLHVNow,CALCULATED,number/Excel serial,34,34,0,0,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
DSLop,T_DSLop,A5:Z39,26,Z,Column3,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,1,D,STT,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,2,E,Mã NV,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,3,F,Họ và tên,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,4,G,Tên ngắn,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,5,H,Ngày sinh,INPUT/MASTER,date/datetime (xác minh),0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,6,I,Vị trí,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,7,J,Column3,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,8,K,Column4,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,9,L,SĐT,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,10,M,Mail,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,11,N,Quê quán,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,12,O,Địa chỉ thường trú,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,13,P,Số CMT,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,14,Q,Ngày cấp,INPUT/MASTER,date/datetime (xác minh),0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,15,R,Nơi cấp,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,16,S,Column6,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,17,T,Column5,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,18,U,Ngày ký HĐ,INPUT/MASTER,date/datetime (xác minh),0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,19,V,Hạn HĐ,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,20,W,Ngày nghỉ,INPUT/MASTER,date/datetime (xác minh),0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,21,X,Column1,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,22,Y,Tình trạng làm việc,CALCULATED,text,53,53,0,Chưa có info,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,23,Z,Tháng năm nhận việc,CALCULATED,date/datetime (xác minh),53,53,0,1/1900,1,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
NhanSu,T_NS,D5:AA58,24,AA,Column2,INPUT/MASTER,text,0,0,0,,0,Thấp,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
MucLuc,Table1,A1:B10,1,A,KhungTG,INPUT/MASTER,text,0,0,0,,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
MucLuc,Table1,A1:B10,2,B,ThoiGian,INPUT/MASTER,text,0,6,0,9:30 - 11:00 | 16:00 - 17:30 | 17:30 - 19:00,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
MucLuc,Table2,D1:G13,1,D,MaLop,INPUT/MASTER,text,0,12,0,BT | FF | LTĐH,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
MucLuc,Table2,D1:G13,2,E,TenLop,INPUT/MASTER,text,0,12,0,Bổ trợ | First friend  | Luyện thi đại học,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
MucLuc,Table2,D1:G13,3,F,HocPhi/Buoi,INPUT/MASTER,number/Excel serial,0,12,0,0 | 170000 | 200000,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
MucLuc,Table2,D1:G13,4,G,BuoiHoc/Tuan,INPUT/MASTER,number/Excel serial,0,12,0,1 | 2 | 3,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
MucLuc,Table3,I1:J8,1,I,MaThu,INPUT/MASTER,text,0,7,0,M | T | W,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
MucLuc,Table3,I1:J8,2,J,TenThu,INPUT/MASTER,text,0,7,0,Monday | Tuesday | Wenesday,0,Cao,Chưa xác nhận,Cần mapping entity/field,Cần workshop xác nhận,EXCEL-CONFIRMED structure
