sheet,table,field,signature,example,count,rule_id,status
TheoDoiHP,T_HP,TongHP,"IFERROR(T_HP[[#This Row],[HP thang hien tai]]+T_HP[[#This Row],[TienGiaoTrinh]]+T_HP[[#This Row],[HP dau ky]],"""")","IFERROR(T_HP[[#This Row],[HP thang hien tai]]+T_HP[[#This Row],[TienGiaoTrinh]]+T_HP[[#This Row],[HP dau ky]],"""")",3903,FR-0096,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Con lai,"IFERROR(T_HP[[#This Row],[TongHP]]-T_HP[[#This Row],[TienNop]],"""")","IFERROR(T_HP[[#This Row],[TongHP]]-T_HP[[#This Row],[TienNop]],"""")",3903,FR-0097,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,HP ton thang truoc,"IFERROR(T_HP[[#This Row],[Cong don]]-T_HP[[#This Row],[Con lai]],"""")","IFERROR(T_HP[[#This Row],[Cong don]]-T_HP[[#This Row],[Con lai]],"""")",3903,FR-0098,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Tình trạng đóng học phí,"IF(T_HP[[#This Row],[Cong don]]>{n},""Chưa TT"",IF(T_HP[[#This Row],[Cong don]]={n},""Đã TT đủ"",""TT dư""))","IF(T_HP[[#This Row],[Cong don]]>0,""Chưa TT"",IF(T_HP[[#This Row],[Cong don]]=0,""Đã TT đủ"",""TT dư""))",3902,FR-0099,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Ten&Sdt,"INDEX(T_DSTest[Ten&Sdt],MATCH(T_HP[[#This Row],[MaSo]],T_DSTest[MaSo],{n}))","INDEX(T_DSTest[Ten&Sdt],MATCH(T_HP[[#This Row],[MaSo]],T_DSTest[MaSo],0))",3902,FR-0100,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,MaSo,"INDEX(T_HV[],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}),MATCH(T_HP[[#Headers],[MaSo]],T_HV[#Headers],{n}))","INDEX(T_HV[],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0),MATCH(T_HP[[#Headers],[MaSo]],T_HV[#Headers],0))",3902,FR-0101,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,TT học,"INDEX(T_HV[Tình trạng học],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}))","INDEX(T_HV[Tình trạng học],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0))",3902,FR-0102,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Thang va ho ten,"T_HP[[#This Row],[HP Tháng]]&T_HP[[#This Row],[Ten HV]]","T_HP[[#This Row],[HP Tháng]]&T_HP[[#This Row],[Ten HV]]",5967,FR-0103,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Ho ten,"VLOOKUP(T_HP[[#This Row],[MaSo]],T_HV[[MaSo]:[Ho ten]],{n},{n})","VLOOKUP(T_HP[[#This Row],[MaSo]],T_HV[[MaSo]:[Ho ten]],6,0)",3902,FR-0104,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Ngay NH,"INDEX(T_HV[[Ngay nhap]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}),{n})","INDEX(T_HV[[Ngay nhap]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0),1)",3902,FR-0105,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Ngay KT,"IF(INDEX(T_HV[[Ngay nhap]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}),{n})="""","""",INDEX(T_HV[[Ngay nhap]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}),{n}))","IF(INDEX(T_HV[[Ngay nhap]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0),2)="""","""",INDEX(T_HV[[Ngay nhap]:[TenHV&MaHV]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0),2))",3902,FR-0106,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,ĐG,"IFERROR(VLOOKUP(T_HP[[#This Row],[Ten HV]],T_HV[[TenHV&MaHV]:[HocPhi/Buoi]],{n},{n})*({n}-T_HP[[#This Row],[Hoc bong]]-T_HP[[#This Row],[HB dieu chinh]]),"""")","IFERROR(VLOOKUP(T_HP[[#This Row],[Ten HV]],T_HV[[TenHV&MaHV]:[HocPhi/Buoi]],3,0)*(1-T_HP[[#This Row],[Hoc bong]]-T_HP[[#This Row],[HB dieu chinh]]),"""")",3902,FR-0107,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,So buoi,"IFERROR(INDEX(T_HV[[TenHV&MaHV]:[{n}]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}),MATCH(T_HP[[#This Row],[HP Tháng]],DSHV!W{row}:AQ{row},{n})),"""")","IFERROR(INDEX(T_HV[[TenHV&MaHV]:[1]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0),MATCH(T_HP[[#This Row],[HP Tháng]],DSHV!$W$3:$AQ$3,0)),"""")",3902,FR-0108,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Buoi nghi,"IF((T_HP[[#This Row],[HP Tháng]]-{n})={n},{n},IF(T_HP[[#This Row],[Ngay KT]]="""",COUNTIFS(T_ChiTietLop[TenLop],T_HP[[#This Row],[TenLop]],T_ChiTietLop[TTHoc],""K"",T_ChiTietLop[Tháng],(T_HP[[#This Row],[HP Tháng]]-{n}),T_ChiTietLop[Ngay thang],"">=""&T_HP[[#This Row],[Ngay NH]]),COUNTIFS(T_ChiTietLop[TenLop],T_HP[[#This Row],[TenLop]],T_ChiTietLop[TTHoc],""K"",T_ChiTietLop[Tháng],(T_HP[[#This Row],[HP Tháng]]-{n}),T_ChiTietLop[Ngay thang],"">=""&T_HP[[#This Row],[Ngay NH]],T_ChiTietLop[Ngay thang],""<""&T_HP[[#This Row],[Ngay KT]])))","IF((T_HP[[#This Row],[HP Tháng]]-1)=1,0,IF(T_HP[[#This Row],[Ngay KT]]="""",COUNTIFS(T_ChiTietLop[TenLop],T_HP[[#This Row],[TenLop]],T_ChiTietLop[TTHoc],""K"",T_ChiTietLop[Tháng],(T_HP[[#This Row],[HP Tháng]]-1),T_ChiTietLop[Ngay thang],"">=""&T_HP[[#This Row],[Ngay NH]]),COUNTIFS(T_ChiTietLop[TenLop],T_HP[[#This Row],[TenLop]],T_ChiTietLop[TTHoc],""K"",T_ChiTietLop[Tháng],(T_HP[[#This Row],[HP Tháng]]-1),T_ChiTietLop[Ngay thang],"">=""&T_HP[[#This Row],[Ngay NH]],T_ChiTietLop[Ngay thang],""<""&T_HP[[#This Row],[Ngay KT]])))",3902,FR-0109,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Hoc bong,"INDEX(T_HV[Column4],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}))","INDEX(T_HV[Column4],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0))",3902,FR-0110,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Cong don,"SUMIFS(Q{row}:Q{row},H{row}:H{row},H{row})","SUMIFS($Q$4:Q4,$H$4:H4,H4)",3902,FR-0111,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Tuan TT,"IF(T_HP[[#This Row],[NgayNopTien]]="""","""",WEEKNUM(T_HP[[#This Row],[NgayNopTien]],{n}))","IF(T_HP[[#This Row],[NgayNopTien]]="""","""",WEEKNUM(T_HP[[#This Row],[NgayNopTien]],2))",3902,FR-0112,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Thang thanh toan,"IFERROR(IF(T_HP[[#This Row],[NgayNopTien]]={n},"""",YEAR(T_HP[[#This Row],[NgayNopTien]])&""-""&MONTH(T_HP[[#This Row],[NgayNopTien]])),YEAR(TODAY())&""-""&T_HP[[#This Row],[HP Tháng]])","IFERROR(IF(T_HP[[#This Row],[NgayNopTien]]=0,"""",YEAR(T_HP[[#This Row],[NgayNopTien]])&""-""&MONTH(T_HP[[#This Row],[NgayNopTien]])),YEAR(TODAY())&""-""&T_HP[[#This Row],[HP Tháng]])",3902,FR-0113,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Thang (1),"T_HP[[#This Row],[HP Tháng]]+{n}","T_HP[[#This Row],[HP Tháng]]+1",5967,FR-0114,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Số buổi (1),"IFERROR(INDEX(T_HV[[TenHV&MaHV]:[{n}]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}),MATCH(T_HP[[#This Row],[Thang ({n})]],DSHV!W{row}:AQ{row},{n})),"""")","IFERROR(INDEX(T_HV[[TenHV&MaHV]:[1]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0),MATCH(T_HP[[#This Row],[Thang (1)]],DSHV!$W$3:$AQ$3,0)),"""")",3902,FR-0115,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Học phí (1),"T_HP[[#This Row],[Số buổi ({n})]]*T_HP[[#This Row],[ĐG]]","T_HP[[#This Row],[Số buổi (1)]]*T_HP[[#This Row],[ĐG]]",5967,FR-0116,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Thang (2),"T_HP[[#This Row],[HP Tháng]]+{n}","T_HP[[#This Row],[HP Tháng]]+2",5967,FR-0117,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Số buổi (2),"IFERROR(INDEX(T_HV[[TenHV&MaHV]:[{n}]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],{n}),MATCH(T_HP[[#This Row],[Thang ({n})]],DSHV!W{row}:AQ{row},{n})),"""")","IFERROR(INDEX(T_HV[[TenHV&MaHV]:[1]],MATCH(T_HP[[#This Row],[Ten HV]],T_HV[TenHV&MaHV],0),MATCH(T_HP[[#This Row],[Thang (2)]],DSHV!$W$3:$AQ$3,0)),"""")",3902,FR-0118,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Học phí (2),"T_HP[[#This Row],[Số buổi ({n})]]*T_HP[[#This Row],[ĐG]]","T_HP[[#This Row],[Số buổi (2)]]*T_HP[[#This Row],[ĐG]]",5967,FR-0119,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Cộng dồn (2),"T_HP[[#This Row],[Cong don]]+T_HP[[#This Row],[Học phí ({n})]]+T_HP[[#This Row],[Học phí ({n})]]","T_HP[[#This Row],[Cong don]]+T_HP[[#This Row],[Học phí (1)]]+T_HP[[#This Row],[Học phí (2)]]",5967,FR-0120,Cần chuyển thành Business Rule và UAT
TheoDoiHP,T_HP,Column2,"VLOOKUP(T_HP[[#This Row],[Ten HV]],#REF!,{n},{n})","VLOOKUP(T_HP[[#This Row],[Ten HV]],#REF!,36,0)",3902,FR-0121,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachTon,STT,"IF(T_SachTon[[#This Row],[MaLop]]={n},{n},SUBTOTAL({n},AJ{row}:T_SachTon[[#This Row],[MaLop]]))","IF(T_SachTon[[#This Row],[MaLop]]=0,0,SUBTOTAL(3,$AJ$7:T_SachTon[[#This Row],[MaLop]]))",170,FR-0122,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachTon,Column3,"IFERROR(T_SachTon[[#This Row],[Column1]]-T_SachTon[[#This Row],[Column2]]+T_SachTon[[#This Row],[Số Lượng]],"""")","IFERROR(T_SachTon[[#This Row],[Column1]]-T_SachTon[[#This Row],[Column2]]+T_SachTon[[#This Row],[Số Lượng]],"""")",170,FR-0123,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachTon,Column1,"IF(AO{row}<>{n},SUMIFS(T_SachNhap[SL nhập],T_SachNhap[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachNhap[Tháng nhập],AO{row}),SUMIF(T_SachNhap[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachNhap[SL nhập]))","IF($AO$5<>0,SUMIFS(T_SachNhap[SL nhập],T_SachNhap[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachNhap[Tháng nhập],$AO$5),SUMIF(T_SachNhap[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachNhap[SL nhập]))",170,FR-0124,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachTon,Column2,"IF(AP{row}<>{n},SUMIFS(T_SachXuat[SL],T_SachXuat[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachXuat[Tháng xuất],AP{row}),SUMIF(T_SachXuat[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachXuat[SL]))","IF($AP$5<>0,SUMIFS(T_SachXuat[SL],T_SachXuat[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachXuat[Tháng xuất],$AP$5),SUMIF(T_SachXuat[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachXuat[SL]))",169,FR-0125,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachTon,Column2,"IFERROR(IF(AP{row}<>{n},SUMIFS(T_SachXuat[SL],T_SachXuat[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachXuat[Tháng xuất],AP{row}),SUMIF(T_SachXuat[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachXuat[SL])),"""")","IFERROR(IF($AP$5<>0,SUMIFS(T_SachXuat[SL],T_SachXuat[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachXuat[Tháng xuất],$AP$5),SUMIF(T_SachXuat[TenSach],T_SachTon[[#This Row],[TenSach]],T_SachXuat[SL])),"""")",1,FR-0126,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachNhap,Tổng tiền,"T_SachNhap[[#This Row],[SL nhập]]*T_SachNhap[[#This Row],[Đơn giá]]","T_SachNhap[[#This Row],[SL nhập]]*T_SachNhap[[#This Row],[Đơn giá]]",163,FR-0127,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachNhap,Tháng nhập,"MONTH(T_SachNhap[[#This Row],[Ngày tháng]])","MONTH(T_SachNhap[[#This Row],[Ngày tháng]])",163,FR-0128,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachXuat,STT,"IF(T_SachXuat[[#This Row],[MaLop]]={n},{n},SUBTOTAL({n},F{row}:T_SachXuat[[#This Row],[MaLop]]))","IF(T_SachXuat[[#This Row],[MaLop]]=0,0,SUBTOTAL(3,$F$7:T_SachXuat[[#This Row],[MaLop]]))",2477,FR-0129,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachXuat,DonGia,"IFERROR(INDEX(T_SachTon[],MATCH(T_SachXuat[[#This Row],[TenSach]],T_SachTon[TenSach],{n}),MATCH(T_SachXuat[[#Headers],[DonGia]],T_SachTon[#Headers],{n})),"""")","IFERROR(INDEX(T_SachTon[],MATCH(T_SachXuat[[#This Row],[TenSach]],T_SachTon[TenSach],0),MATCH(T_SachXuat[[#Headers],[DonGia]],T_SachTon[#Headers],0)),"""")",2477,FR-0130,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachXuat,TienGiaoTrinh,"IFERROR(IF(T_SachXuat[[#This Row],[Column3]]="""",T_SachXuat[[#This Row],[DonGia]]*T_SachXuat[[#This Row],[SL]],{n}),"""")","IFERROR(IF(T_SachXuat[[#This Row],[Column3]]="""",T_SachXuat[[#This Row],[DonGia]]*T_SachXuat[[#This Row],[SL]],0),"""")",2477,FR-0131,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachXuat,TTTien,"IFERROR(IF(T_SachXuat[[#This Row],[Column3]]="""",IF(T_SachXuat[[#This Row],[TienGiaoTrinh]]<=INDEX(T_HP[Con lai],MATCH(T_SachXuat[[#This Row],[TenHV&MaHV]],T_HP[Ten HV],{n})),""Chưa TT"",""Đã TT""),T_SachXuat[[#This Row],[Column3]]),"""")","IFERROR(IF(T_SachXuat[[#This Row],[Column3]]="""",IF(T_SachXuat[[#This Row],[TienGiaoTrinh]]<=INDEX(T_HP[Con lai],MATCH(T_SachXuat[[#This Row],[TenHV&MaHV]],T_HP[Ten HV],0)),""Chưa TT"",""Đã TT""),T_SachXuat[[#This Row],[Column3]]),"""")",2477,FR-0132,Cần chuyển thành Business Rule và UAT
XuatNhapSach,T_SachXuat,Tháng xuất,"MONTH(T_SachXuat[[#This Row],[NgayThang]])","MONTH(T_SachXuat[[#This Row],[NgayThang]])",2477,FR-0133,Cần chuyển thành Business Rule và UAT
Thu-Chi,T_Chi,Tháng chi,"YEAR(T_Chi[[#This Row],[Ngày tháng]])&""-""&MONTH(T_Chi[[#This Row],[Ngày tháng]])","YEAR(T_Chi[[#This Row],[Ngày tháng]])&""-""&MONTH(T_Chi[[#This Row],[Ngày tháng]])",317,FR-0134,Cần chuyển thành Business Rule và UAT
Thu-Chi,T_Chi,Tuan chi,"IF(T_Chi[[#This Row],[Ngày tháng]]="""","""",WEEKNUM(T_Chi[[#This Row],[Ngày tháng]],{n}))","IF(T_Chi[[#This Row],[Ngày tháng]]="""","""",WEEKNUM(T_Chi[[#This Row],[Ngày tháng]],2))",317,FR-0135,Cần chuyển thành Business Rule và UAT
Thu-Chi,T_Thu,Tháng thu,"YEAR(T_Thu[[#This Row],[Ngày tháng]])&""-""&MONTH(T_Thu[[#This Row],[Ngày tháng]])","YEAR(T_Thu[[#This Row],[Ngày tháng]])&""-""&MONTH(T_Thu[[#This Row],[Ngày tháng]])",148,FR-0136,Cần chuyển thành Business Rule và UAT
Thu-Chi,T_Thu,Tuan thu,"IF(T_Thu[[#This Row],[Ngày tháng]]="""","""",WEEKNUM(T_Thu[[#This Row],[Ngày tháng]],{n}))","IF(T_Thu[[#This Row],[Ngày tháng]]="""","""",WEEKNUM(T_Thu[[#This Row],[Ngày tháng]],2))",148,FR-0137,Cần chuyển thành Business Rule và UAT
DSLop,T_DSLop,Ten lop,"T_DSLop[[#This Row],[MaLop]]&""-""&T_DSLop[[#This Row],[Lop]]","T_DSLop[[#This Row],[MaLop]]&""-""&T_DSLop[[#This Row],[Lop]]",34,FR-0138,Cần chuyển thành Business Rule và UAT
DSLop,T_DSLop,NgayKTDuKien,"T_DSLop[[#This Row],[NgayBD]]+(T_DSLop[[#This Row],[SLBuoiHoc]]+T_DSLop[[#This Row],[So buoi nghi]])","T_DSLop[[#This Row],[NgayBD]]+(T_DSLop[[#This Row],[SLBuoiHoc]]+T_DSLop[[#This Row],[So buoi nghi]])",34,FR-0139,Cần chuyển thành Business Rule và UAT
DSLop,T_DSLop,So buoi nghi,"COUNTIFS(T_ChiTietLop[TenLop],T_DSLop[[#This Row],[Ten lop]],T_ChiTietLop[TTHoc],""K"")","COUNTIFS(T_ChiTietLop[TenLop],T_DSLop[[#This Row],[Ten lop]],T_ChiTietLop[TTHoc],""K"")",34,FR-0140,Cần chuyển thành Business Rule và UAT
DSLop,T_DSLop,Column4,"COUNTIFS(T_ChiTietLop[TenLop],T_DSLop[[#This Row],[TenLop]],T_ChiTietLop[TTHoc],""C"")","COUNTIFS(T_ChiTietLop[TenLop],T_DSLop[[#This Row],[TenLop]],T_ChiTietLop[TTHoc],""C"")",34,FR-0141,Cần chuyển thành Business Rule và UAT
DSLop,T_DSLop,Con lai,"T_DSLop[[#This Row],[SLBuoiHoc]]-T_DSLop[[#This Row],[Column4]]-T_DSLop[[#This Row],[Buoi so]]","T_DSLop[[#This Row],[SLBuoiHoc]]-T_DSLop[[#This Row],[Column4]]-T_DSLop[[#This Row],[Buoi so]]",34,FR-0142,Cần chuyển thành Business Rule và UAT
DSLop,T_DSLop,TenLop,"T_DSLop[[#This Row],[MaLop]]&""-""&T_DSLop[[#This Row],[Lop]]","T_DSLop[[#This Row],[MaLop]]&""-""&T_DSLop[[#This Row],[Lop]]",34,FR-0143,Cần chuyển thành Business Rule và UAT
DSLop,T_DSLop,BuoiHoc/Tuan,"INDEX(Table2[],MATCH(T_DSLop[[#This Row],[MaLop]],Table2[MaLop],{n}),MATCH(T_DSLop[[#Headers],[BuoiHoc/Tuan]],Table2[#Headers],{n}))","INDEX(Table2[],MATCH(T_DSLop[[#This Row],[MaLop]],Table2[MaLop],0),MATCH(T_DSLop[[#Headers],[BuoiHoc/Tuan]],Table2[#Headers],0))",34,FR-0144,Cần chuyển thành Business Rule và UAT
DSLop,T_DSLop,HocPhi/Buoi,"INDEX(Table2[],MATCH(T_DSLop[[#This Row],[MaLop]],Table2[MaLop],{n}),MATCH(T_DSLop[[#Headers],[HocPhi/Buoi]],Table2[#Headers],{n}))","INDEX(Table2[],MATCH(T_DSLop[[#This Row],[MaLop]],Table2[MaLop],0),MATCH(T_DSLop[[#Headers],[HocPhi/Buoi]],Table2[#Headers],0))",34,FR-0145,Cần chuyển thành Business Rule và UAT
DSLop,T_DSLop,Column1,"T_DSLop[[#This Row],[BuoiHoc/Tuan]]*T_DSLop[[#This Row],[HocPhi/Buoi]]*{n}","T_DSLop[[#This Row],[BuoiHoc/Tuan]]*T_DSLop[[#This Row],[HocPhi/Buoi]]*4",34,FR-0146,Cần chuyển thành Business Rule và UAT
DSLop,T_DSLop,SLHVNow,"COUNTIFS(T_HV[TenLop],T_DSLop[[#This Row],[TenLop]],T_HV[Tình trạng học],""Đang đi học"")","COUNTIFS(T_HV[TenLop],T_DSLop[[#This Row],[TenLop]],T_HV[Tình trạng học],""Đang đi học"")",34,FR-0147,Cần chuyển thành Business Rule và UAT
NhanSu,T_NS,Tình trạng làm việc,"IF(T_NS[[#This Row],[Ngày nghỉ]]<>{n},""Nghỉ ngang"",IF(T_NS[[#This Row],[Hạn HĐ]]={n},""Chưa có info"",IF(AND(T_NS[[#This Row],[Hạn HĐ]]-TODAY()>={n},T_NS[[#This Row],[Hạn HĐ]]-TODAY()<{n}),""Sắp hết hạn HĐ"",IF(T_NS[[#This Row],[Hạn HĐ]]-TODAY()<{n},""Đã hết hạn HĐ"",""""))))","IF(T_NS[[#This Row],[Ngày nghỉ]]<>0,""Nghỉ ngang"",IF(T_NS[[#This Row],[Hạn HĐ]]=0,""Chưa có info"",IF(AND(T_NS[[#This Row],[Hạn HĐ]]-TODAY()>=0,T_NS[[#This Row],[Hạn HĐ]]-TODAY()<40),""Sắp hết hạn HĐ"",IF(T_NS[[#This Row],[Hạn HĐ]]-TODAY()<0,""Đã hết hạn HĐ"",""""))))",53,FR-0148,Cần chuyển thành Business Rule và UAT
NhanSu,T_NS,Tháng năm nhận việc,"MONTH(T_NS[[#This Row],[Ngày ký HĐ]])&""/""&YEAR(T_NS[[#This Row],[Ngày ký HĐ]])","MONTH(T_NS[[#This Row],[Ngày ký HĐ]])&""/""&YEAR(T_NS[[#This Row],[Ngày ký HĐ]])",53,FR-0149,Cần chuyển thành Business Rule và UAT
